depth,phi,theta
2297,6943,4451
2468,6454,4071
2396,6665,4208
2344,6867,4325
2285,7074,4444
2456,6575,4081
2388,6789,4212
2329,6996,4323
2290,7204,4437
2443,6697,4090
2377,6914,4215
2330,7123,4321
2295,7335,4429
2420,6819,4100
2370,7039,4219
2320,7250,4320
2284,7466,4422
2394,6942,4110
2359,7164,4222
2312,7378,4318
2282,7596,4414
2405,7064,4119
2345,7288,4226
2306,7505,4316
2284,7727,4406
2375,7186,4129
2349,7413,4230
2310,7632,4314
2284,7857,4399
2376,7309,4139
2338,7539,4233
2309,7759,4311
2283,7987,4391
2362,7432,4148
2333,7663,4237
2299,7887,4309
2282,8117,4383
2358,7555,4158
2328,7789,4241
2310,8014,4307
2297,8247,4375
2346,7679,4168
2320,7914,4244
2310,8142,4305
2288,8376,4366
2344,7802,4178
2326,8040,4248
2310,8269,4303
2295,8507,4358
2338,7926,4188
2321,8165,4251
2315,8396,4300
2309,8636,4350
2340,8050,4197
2326,8291,4255
2313,8523,4298
2310,8765,4341
2340,8174,4207
2323,8416,4259
2318,8651,4296
2325,8894,4333
2341,8299,4217
2337,8542,4262
2325,8778,4293
2333,9023,4324
2331,8424,4227
2330,8667,4266
2329,8904,4291
2342,9152,4316
2335,8549,4237
2343,8794,4269
2341,9032,4289
2356,9281,4307
2337,8674,4246
2346,8920,4273
2367,9159,4286
2361,9409,4298
2342,8799,4256
2353,9046,4276
2361,9286,4284
2374,9538,4289
2339,8925,4266
2362,9172,4280
2375,9413,4281
2405,9667,4281
2344,9051,4275
2372,9299,4283
2396,9540,4279
2413,9794,4272
2356,9177,4285
2377,9425,4287
2407,9667,4276
2428,9923,4263
2360,9304,4295
2387,9551,4290
2411,9794,4273
2457,10051,4254
2370,9430,4304
2403,9678,4293
2435,9921,4271
2476,10178,4245
2367,9557,4314
2414,9804,4297
2449,10048,4268
2493,10305,4236
2391,9683,4323
2424,9931,4300
2464,10174,4265
2510,10433,4227
2403,9811,4332
2435,10057,4303
2490,10301,4263
2533,10560,4218
2414,9938,4342
2458,10185,4306
2507,10427,4260
2560,10687,4209
2423,10065,4351
2470,10312,4309
2529,10555,4257
2588,10814,4200
2441,10193,4360
2488,10438,4313
2560,10681,4255
2615,10941,4191
2466,10321,4369
2505,10565,4316
2572,10807,4252
2641,11068,4181
2474,10449,4378
2533,10693,4319
2604,10934,4249
2671,11194,4172
2493,10577,4386
2557,10820,4322
2631,11061,4246
2703,11320,4163
2507,10705,4395
2574,10947,4325
2653,11187,4244
2742,11446,4154
2538,10834,4404
2600,11075,4327
2680,11313,4241
2777,11572,4145
2551,10963,4412
2632,11202,4330
2711,11440,4238
2816,11698,4136
2583,11092,4421
2656,11330,4333
2745,11566,4235
2852,11824,4127
2608,11221,4429
2682,11457,4336
2773,11693,4232
2896,11949,4118
2628,11351,4437
2715,11585,4338
2822,11819,4229
2939,12074,4109
2664,11480,4445
2750,11713,4341
2856,11945,4227
2990,12199,4100
2695,11610,4453
2787,11841,4344
2907,12071,4224
3028,12324,4091
2727,11740,4461
2825,11969,4346
2948,12197,4221
3078,12449,4082
2767,11870,4469
2853,12097,4348
2990,12323,4218
3138,12573,4073
2806,12001,4476
2908,12225,4351
3041,12449,4215
3189,12697,4065
2851,12131,4484
2955,12353,4353
3094,12576,4212
3238,12822,4056
2893,12261,4491
3000,12481,4355
3138,12701,4210
3320,12946,4047
2932,12392,4498
3055,12609,4357
3202,12827,4207
3374,13069,4039
2978,12523,4505
3105,12738,4360
3263,12954,4204
3435,13193,4030
3033,12654,4512
3169,12866,4362
3324,13079,4201
3512,13317,4022
3093,12785,4518
3230,12995,4363
3409,13205,4198
3509,13440,4014
3149,12917,4525
3301,13123,4365
3468,13331,4195
3486,13563,4006
3215,13048,4531
3371,13252,4367
3541,13457,4193
3473,13685,3997
3294,13179,4537
3447,13380,4369
3553,13582,4190
3449,13808,3989
3356,13311,4543
3525,13509,4370
3528,13708,4187
3422,13931,3981
3438,13443,4549
3589,13638,4372
3500,13833,4184
3406,14053,3974
3516,13575,4555
3589,13767,4374
3479,13959,4181
3390,14175,3966
3604,13707,4560
3625,13896,4375
3457,14085,4179
3362,14298,3958
3691,13839,4566
3852,14024,4376
3438,14210,4176
3339,14420,3951
3796,13972,4571
3996,14153,4377
3424,14335,4173
3330,14541,3944
3914,14104,4576
4111,14283,4379
3400,14461,4171
3311,14663,3936
4035,14237,4581
4151,14411,4380
3372,14586,4168
3294,14785,3929
4157,14369,4585
4121,14540,4381
3360,14712,4165
3279,14906,3922
4224,14502,4590
4104,14669,4382
3347,14837,4163
3255,15027,3916
4217,14636,4594
4080,14799,4382
3318,14963,4160
3243,15148,3909
4176,14768,4598
4052,14928,4383
3301,15088,4158
3221,15269,3902
4145,14901,4602
4044,15057,4384
3288,15212,4155
3217,15390,3896
4131,15034,4605
4015,15186,4384
3274,15338,4152
3200,15510,3890
4113,15168,4609
3995,15315,4385
3260,15463,4150
3077,15630,3884
4084,15301,4612
3981,15445,4385
3251,15588,4148
2968,15751,3878
4072,15434,4615
3958,15574,4386
3001,15713,4145
3159,15871,3872
4047,15568,4618
3055,15704,4386
3151,15838,4143
3141,15991,3867
4029,15701,4621
3053,15833,4386
2695,15963,4140
3140,16111,3861
3111,15835,4623
2766,15962,4386
2728,16088,4138
3122,16231,3856
3983,15969,4626
0,16091,4386
2859,16213,4136
3109,16351,3851
2801,16103,4628
2879,16221,4386
2859,16338,4134
3089,16470,3846
2808,16237,4630
2847,16351,4386
2855,16463,4131
2946,16589,3842
2789,16370,4631
2853,16480,4386
2772,16587,4129
2926,16709,3837
2770,16504,4633
2839,16610,4385
2657,16712,4127
2923,16828,3833
2756,16639,4634
2879,16739,4385
2698,16837,4125
3017,16947,3829
2708,16772,4635
2700,16869,4384
2868,16962,4123
3048,17066,3825
3872,16906,4636
2630,16998,4384
3085,17086,4121
3047,17186,3822
3866,17041,4637
3779,17128,4383
3090,17211,4119
3036,17304,3818
3855,17175,4637
3759,17258,4382
3084,17336,4117
3027,17423,3815
3842,17309,4637
3757,17387,4381
3075,17461,4115
3019,17542,3812
3825,17443,4637
3737,17517,4380
3071,17585,4113
3019,17661,3809
3816,17577,4637
3724,17646,4379
3066,17709,4112
3014,17779,3806
3806,17712,4637
3721,17775,4378
3054,17834,4110
3011,17898,3804
3788,17845,4636
3715,17905,4377
3045,17959,4108
3011,18016,3802
3783,17980,4635
3476,18034,4376
3042,18083,4107
3012,18135,3800
3777,18114,4634
3097,18164,4374
3042,18207,4105
3023,18253,3798
3769,18248,4633
3075,18294,4373
3031,18331,4104
3047,18371,3797
3759,18382,4632
3079,18423,4371
3030,18456,4102
3080,18490,3795
3753,18516,4630
3076,18553,4369
3035,18581,4101
3132,18609,3794
3739,18651,4628
3067,18682,4368
3019,18705,4099
3165,18727,3793
3734,18785,4626
3056,18811,4366
3023,18829,4098
3219,18845,3793
3733,18919,4624
3068,18941,4364
3017,18954,4097
3259,18963,3792
3395,19053,4622
3049,19070,4362
3011,19078,4096
3347,19082,3792
3113,19187,4619
3058,19200,4360
3010,19202,4095
3412,19200,3792
3114,19321,4616
3056,19329,4358
3022,19327,4094
3460,19318,3792
3112,19455,4613
3047,19458,4356
3050,19452,4092
3502,19436,3793
3104,19589,4610
3043,19587,4354
3117,19576,4092
3519,19556,3793
3103,19724,4607
3051,19717,4351
3187,19700,4091
3516,19674,3794
3102,19858,4603
3040,19846,4349
3269,19824,4090
3528,19792,3795
3103,19991,4599
3043,19976,4346
3112,19948,4089
3519,19910,3797
3099,20125,4595
3042,20105,4344
3016,20073,4088
3478,20029,3798
3096,20259,4591
3043,20233,4341
2999,20197,4088
3251,20148,3800
3105,20393,4586
3040,20363,4338
2988,20321,4087
3015,20266,3802
3106,20527,4582
3034,20492,4336
3002,20445,4087
2962,20385,3804
3150,20660,4577
3040,20621,4333
3006,20570,4086
2961,20504,3806
3270,20794,4572
3048,20750,4330
2999,20694,4086
2957,20623,3809
3412,20927,4567
3648,20878,4327
2997,20818,4085
2951,20742,3812
3547,21060,4562
3640,21008,4324
3006,20943,4085
2964,20860,3815
3693,21194,4556
3649,21137,4321
3017,21067,4085
2967,20980,3818
3720,21327,4551
3644,21265,4318
3339,21191,4085
2964,21099,3822
3741,21461,4545
3655,21395,4315
3599,21316,4085
2973,21218,3825
3732,21593,4539
3654,21523,4311
3603,21440,4085
2975,21338,3829
3737,21726,4533
3674,21652,4308
3610,21564,4085
2985,21458,3833
3731,21859,4526
3669,21780,4305
3618,21689,4085
3244,21577,3837
3745,21992,4520
3680,21908,4301
3624,21813,4085
3569,21697,3842
3751,22124,4513
3688,22037,4298
3629,21937,4085
3577,21816,3846
3760,22257,4506
3697,22165,4295
3638,22062,4085
3586,21937,3851
3768,22389,4499
3696,22294,4291
3641,22186,4086
3596,22057,3856
3776,22522,4492
3707,22422,4287
3645,22311,4086
3599,22177,3861
3773,22654,4485
3717,22551,4284
3656,22435,4087
3609,22297,3866
3799,22785,4477
3715,22679,4280
3666,22560,4087
3616,22418,3872
3800,22917,4470
3738,22806,4276
3670,22684,4088
3616,22538,3877
3819,23050,4462
3739,22935,4273
3685,22808,4088
3632,22659,3883
3822,23181,4454
3758,23063,4269
3700,22933,4089
3647,22780,3889
3831,23312,4446
3776,23191,4265
3705,23058,4090
3655,22901,3895
3850,23444,4438
3779,23318,4261
3716,23182,4091
3665,23022,3902
3858,23575,4430
3783,23446,4257
3730,23307,4091
3671,23143,3908
3879,23706,4421
3808,23574,4253
3742,23431,4092
3678,23265,3915
3892,23837,4413
3820,23701,4249
3752,23556,4093
3695,23386,3921
3905,23968,4404
3832,23829,4245
3765,23680,4094
3695,23509,3928
3919,24099,4395
3834,23956,4242
3784,23805,4096
3718,23630,3935
3926,24229,4386
3862,24084,4237
3796,23930,4097
3737,23752,3942
3947,24359,4378
3875,24211,4233
3803,24055,4098
3750,23875,3949
3954,24489,4369
3899,24338,4229
3828,24179,4099
3769,23998,3957
3979,24620,4359
3907,24465,4225
3843,24304,4101
3789,24120,3964
4000,24749,4350
3914,24592,4221
3855,24428,4102
3799,24243,3972
4003,24879,4341
3940,24719,4217
3870,24553,4103
3813,24366,3979
4027,25008,4331
3951,24846,4213
3901,24678,4105
3838,24490,3987
4041,25137,4322
3971,24973,4209
3914,24803,4106
3845,24613,3995
4061,25267,4312
3993,25100,4205
3927,24928,4108
3870,24736,4003
4084,25395,4302
4011,25226,4201
3946,25053,4110
3888,24860,4011
4103,25524,4293
4028,25353,4197
3974,25178,4111
3916,24984,4019
4117,25652,4283
4049,25479,4193
3991,25303,4113
3934,25108,4027
4141,25781,4273
4074,25605,4189
4008,25428,4115
3949,25232,4036
4159,25909,4263
4091,25732,4184
4039,25554,4117
3977,25356,4044
4177,26037,4253
4121,25858,4180
4069,25679,4119
4001,25481,4052
4204,26164,4243
4130,25984,4176
4074,25804,4121
4028,25606,4061
4216,26293,4233
4156,26110,4172
4100,25929,4123
4048,25731,4069
4244,26420,4223
4177,26236,4168
4126,26054,4125
4069,25856,4078
4246,26547,4213
4203,26362,4164
4145,26180,4127
4101,25981,4086
4106,26673,4203
4221,26487,4160
4178,26305,4129
4120,26107,4095
3930,26800,4193
4172,26613,4156
4207,26430,4131
4157,26232,4104
3793,26927,4182
3994,26739,4152
4215,26555,4133
4183,26358,4113
3646,27053,4172
3846,26864,4148
4090,26681,4135
4198,26484,4121
3542,27179,4162
3707,26990,4144
3914,26807,4138
4174,26610,4130
3488,27305,4152
3596,27115,4140
3767,26932,4140
3989,26736,4139
3501,27431,4142
3493,27240,4137
3651,27057,4142
3838,26863,4148
3515,27556,4131
3499,27365,4133
3534,27183,4144
3689,26989,4157
3538,27681,4121
3515,27490,4129
3496,27309,4147
3588,27117,4166
3567,27806,4111
3537,27615,4125
3511,27434,4149
3495,27244,4174
3587,27931,4101
3564,27740,4122
3539,27560,4152
3516,27371,4183
3607,28055,4091
3578,27865,4118
3560,27686,4154
3541,27498,4192
3617,28179,4081
3598,27990,4114
3591,27812,4157
3569,27625,4201
3616,28303,4071
3634,28114,4111
3611,27937,4159
3601,27753,4210
3657,28428,4061
3641,28238,4107
3639,28063,4162
3628,27881,4219
3683,28551,4051
3668,28363,4104
3653,28189,4164
3651,28010,4227
3688,28675,4041
3697,28488,4100
3690,28316,4167
3667,28138,4236
4722,28799,4031
3706,28612,4097
3713,28442,4170
3713,28266,4245
4753,28921,4021
4738,28737,4094
3747,28567,4172
3748,28394,4254
4767,29043,4012
4766,28860,4090
4784,28693,4175
4813,28522,4262
4795,29166,4002
4804,28984,4087
4819,28820,4178
4844,28652,4271
4828,29288,3992
4843,29108,4084
4867,28946,4180
4898,28780,4279
3756,29411,3983
4888,29232,4081
4899,29072,4183
4930,28910,4288
3710,29532,3974
3759,29356,4078
3817,29199,4186
4990,29038,4296
3704,29654,3964
3742,29480,4075
3782,29325,4189
3826,29168,4305
4921,29775,3955
4976,29603,4072
5026,29451,4191
5071,29297,4313
4966,29897,3946
5008,29727,4070
5067,29577,4194
5138,29427,4322
4987,30018,3937
5051,29851,4067
5110,29704,4197
5174,29556,4330
5032,30138,3929
5085,29974,4064
5160,29831,4200
5232,29687,4338
5049,30259,3920
5121,30097,4062
5192,29957,4203
5279,29817,4346
5078,30380,3912
5154,30221,4059
5249,30084,4205
5332,29947,4354
5111,30500,3903
5205,30344,4057
5296,30210,4208
5400,30077,4362
5135,30619,3895
5229,30467,4055
5339,30337,4211
5469,30207,4370
5166,30739,3887
5262,30590,4052
5407,30464,4214
5523,30338,4377
5194,30859,3879
5316,30713,4050
5452,30590,4217
5589,30468,4385
5232,30978,3871
5356,30837,4048
5499,30717,4220
0,30599,4393
5264,31097,3864
5396,30960,4046
5560,30844,4222
2259,30730,4400
5296,31216,3856
5458,31082,4044
2236,30971,4225
2256,30861,4407
5341,31336,3849
5499,31205,4043
2199,31097,4228
2278,30991,4415
5378,31454,3842
2159,31328,4041
2238,31224,4231
2295,31122,4422
5393,31572,3835
2144,31451,4039
2244,31352,4234
2324,31254,4429
0,31690,3829
2201,31573,4038
2262,31478,4236
2356,31385,4436
0,31809,3822
2196,31696,4036
2279,31605,4239
5542,31517,4443
0,31927,3816
2212,31819,4035
2300,31733,4242
5513,31648,4449
0,32045,3810
2227,31941,4034
2324,31860,4245
5460,31780,4456
2155,32162,3804
2235,32064,4033
5463,31986,4247
5402,31911,4462
2171,32280,3798
2255,32186,4032
5425,32114,4250
5365,32043,4468
2168,32397,3793
2276,32309,4031
5378,32241,4253
5395,32175,4475
2180,32514,3787
2293,32431,4030
5229,32368,4256
5471,32307,4481
2190,32632,3783
2275,32554,4029
5242,32496,4258
5496,32439,4487
2201,32749,3778
5005,32677,4028
5284,32623,4261
5559,32571,4492
2218,32866,3773
5255,32799,4028
5335,32751,4264
5622,32702,4498
2230,32982,3769
5328,32921,4028
5368,32878,4266
5675,32835,4503
2244,33100,3765
5288,33043,4027
5416,33005,4269
5754,32967,4509
2250,33216,3761
5278,33166,4027
5454,33132,4271
5830,33099,4514
2261,33332,3758
5278,33288,4027
5503,33260,4274
6319,33232,4519
2266,33449,3754
5241,33411,4027
6681,33388,4277
7131,33365,4524
2277,33565,3751
5270,33533,4027
6736,33515,4279
7250,33497,4529
2262,33682,3748
5298,33655,4027
6795,33642,4282
7328,33629,4533
2279,33797,3746
5327,33777,4027
6865,33770,4284
7400,33761,4538
5336,33914,3744
5362,33899,4028
6916,33897,4287
7483,33894,4542
5327,34030,3742
5369,34022,4028
6973,34024,4289
7547,34026,4546
5323,34146,3740
5394,34144,4029
7027,34153,4291
7644,34159,4550
5313,34262,3738
5294,34267,4030
5085,34280,4294
7710,34292,4554
5318,34378,3737
5197,34389,4031
5030,34408,4296
7766,34425,4558
5313,34494,3736
5205,34511,4032
5097,34535,4298
7806,34557,4561
5312,34611,3735
5370,34634,4033
5082,34663,4301
7839,34690,4565
5320,34726,3735
6750,34756,4034
5096,34791,4303
7856,34823,4568
5310,34842,3735
6778,34878,4035
7333,34918,4305
7866,34956,4571
5323,34959,3735
6808,35001,4037
7400,35046,4307
7907,35088,4574
5310,35075,3735
6824,35124,4038
7467,35174,4309
7906,35221,4577
5309,35191,3736
5260,35246,4040
7501,35302,4311
7898,35354,4579
4877,35307,3737
6880,35368,4041
7570,35429,4313
7911,35486,4581
5355,35423,3738
6936,35490,4043
7610,35557,4315
7954,35619,4584
5358,35540,3739
6948,35613,4045
7626,35685,4317
7966,35751,4586
5365,35656,3741
6957,35736,4047
7650,35813,4319
7890,35885,4587
5391,35772,3743
7018,35858,4049
7639,35941,4321
7395,18,4589
5441,35889,3745
7032,7205,4051
7246,68,4323
6972,150,4591
5438,6,3748
7085,104,4053
6859,196,4325
6597,282,4592
5454,122,3751
6810,227,4056
6490,324,4327
6231,415,4593
5477,239,3754
6466,349,4058
6191,452,4328
5932,548,4594
5500,356,3757
6184,472,4061
5894,580,4330
5656,681,4595
5515,473,3761
5911,595,4063
5647,708,4332
5393,813,4596
5531,590,3765
5691,718,4066
5400,836,4333
5175,947,4596
5557,708,3769
5471,841,4069
5177,964,4335
4969,1078,4596
5559,825,3773
5298,963,4072
5023,1091,4336
4783,1210,4597
0,942,3778
5105,1087,4075
4833,1219,4338
4605,1343,4597
0,1059,3782
4932,1210,4078
4669,1347,4339
4424,1476,4596
5062,1177,3788
4766,1333,4081
4499,1474,4341
4288,1608,4596
4911,1296,3793
4612,1457,4084
4363,1603,4342
4149,1740,4596
4792,1414,3798
4472,1580,4088
4226,1731,4343
4015,1873,4595
4644,1532,3804
4340,1703,4091
4098,1858,4344
3651,2005,4594
4525,1651,3810
4224,1826,4095
3736,1986,4346
3584,2137,4593
4398,1769,3816
4110,1951,4098
3711,2114,4347
3490,2269,4592
4286,1888,3823
3867,2074,4102
3571,2242,4348
3499,2401,4590
4167,2007,3830
3679,2198,4106
3517,2369,4349
3468,2533,4589
4066,2126,3837
3598,2321,4110
3389,2497,4350
3411,2665,4587
3973,2246,3844
3513,2446,4114
3354,2625,4351
3335,2796,4585
3874,2365,3851
3443,2569,4117
3257,2753,4352
3265,2928,4583
3764,2484,3859
3391,2693,4121
3195,2880,4352
3191,3060,4581
2625,2605,3866
3290,2817,4126
3147,3008,4353
3129,3191,4579
3418,2725,3874
3291,2941,4130
3159,3136,4354
3079,3323,4576
3381,2845,3882
3166,3066,4134
3143,3264,4355
3011,3454,4574
3311,2966,3891
3239,3190,4138
3106,3391,4355
2945,3585,4571
3241,3087,3899
3221,3314,4143
3047,3519,4356
2897,3716,4568
3293,3208,3908
3156,3439,4147
3000,3647,4356
2837,3847,4565
3288,3329,3917
3109,3563,4151
2950,3774,4357
2789,3978,4562
3240,3450,3926
3052,3688,4156
2906,3902,4358
2761,4109,4558
3188,3572,3935
2995,3812,4160
2851,4029,4358
2722,4240,4555
3134,3694,3944
2954,3937,4165
2811,4157,4358
2685,4371,4551
3096,3816,3953
2912,4062,4170
2769,4285,4359
2651,4502,4547
3039,3938,3963
2872,4187,4174
2732,4412,4359
2623,4631,4543
2980,4061,3973
2821,4312,4179
2702,4539,4359
2586,4761,4539
2946,4184,3982
2782,4437,4184
2660,4667,4359
2551,4892,4535
2906,4307,3992
2739,4562,4189
2636,4795,4359
2533,5022,4530
2861,4430,4003
2706,4688,4193
2610,4922,4360
2509,5152,4526
2822,4555,4013
2679,4813,4198
2585,5050,4360
2486,5282,4521
2774,4678,4023
2649,4939,4203
2556,5177,4360
2466,5411,4516
2737,4802,4033
2622,5064,4208
2531,5304,4360
2445,5542,4511
2713,4926,4044
2594,5190,4213
2512,5431,4359
2430,5671,4506
2680,5051,4054
2575,5316,4218
2476,5559,4359
2415,5800,4501
2646,5175,4065
2547,5442,4223
2456,5686,4359
2385,5929,4496
2622,5300,4076
2524,5568,4228
2436,5813,4359
2378,6058,4490
2595,5425,4087
2502,5693,4233
2424,5940,4359
2357,6187,4485
2567,5551,4098
2486,5819,4238
2406,6068,4358
2342,6315,4479
2545,5676,4108
2470,5946,4243
2393,6195,4358
2338,6444,4474
2524,5802,4119
2441,6072,4248
2379,6322,4358
2323,6573,4468
2506,5928,4131
2430,6198,4253
2375,6449,4357
2307,6701,4462
2480,6055,4142
2421,6326,4258
2367,6576,4357
2301,6829,4456
2468,6181,4153
2410,6452,4264
2348,6703,4356
2304,6957,4450
2453,6308,4164
2394,6578,4269
2328,6830,4356
2296,7085,4443
2431,6435,4175
2377,6705,4274
2325,6957,4355
2292,7213,4437
2399,6562,4186
2361,6832,4279
2320,7084,4354
2297,7340,4431
2401,6689,4197
2352,6959,4284
2313,7211,4354
2284,7467,4424
2375,6817,4209
2345,7086,4289
2316,7338,4353
2285,7594,4418
2373,6944,4220
2328,7213,4294
2306,7465,4352
2286,7722,4411
2358,7072,4231
2317,7340,4299
2302,7591,4352
2278,7848,4404
2348,7201,4243
2315,7467,4304
2302,7718,4351
2283,7975,4397
2335,7329,4254
2314,7594,4309
2299,7845,4350
2283,8102,4391
2333,7458,4265
2308,7723,4314
2298,7971,4349
2288,8228,4384
2323,7587,4276
2310,7850,4319
2291,8098,4348
2292,8354,4377
2316,7716,4287
2296,7977,4324
2298,8225,4347
2306,8480,4370
2310,7845,4299
2299,8105,4329
2298,8351,4346
2302,8606,4363
2304,7974,4310
2295,8232,4334
2308,8478,4346
2309,8732,4356
2305,8104,4321
2298,8361,4339
2309,8605,4345
2318,8858,4348
2307,8233,4332
2298,8489,4344
2315,8731,4344
2327,8983,4341
2307,8364,4343
2310,8616,4349
2321,8857,4343
2331,9108,4334
2297,8494,4354
2311,8745,4353
2320,8984,4341
2347,9233,4327
2306,8624,4364
2317,8873,4358
2334,9110,4340
2357,9358,4319
2305,8754,4375
2320,9001,4363
2339,9236,4339
2367,9483,4312
2306,8886,4386
2326,9129,4368
2351,9362,4338
2374,9607,4305
2310,9016,4397
2340,9258,4372
2373,9488,4337
2398,9731,4298
2315,9147,4407
2344,9386,4377
2372,9615,4336
2411,9856,4290
2323,9278,4418
2354,9514,4381
2392,9741,4335
2440,9980,4283
2331,9410,4428
2360,9643,4386
2409,9867,4333
2450,10104,4276
2337,9541,4438
2377,9772,4390
2425,9993,4332
2474,10227,4268
2344,9673,4449
2382,9900,4395
2440,10119,4331
2488,10351,4261
2362,9804,4459
2411,10029,4399
2458,10245,4330
2513,10474,4254
2367,9936,4469
2417,10158,4404
2485,10371,4329
2542,10597,4246
2378,10069,4479
2437,10287,4408
2505,10496,4327
2560,10720,4239
2405,10201,4489
2455,10416,4412
2516,10623,4326
2585,10843,4232
2422,10333,4498
2482,10545,4416
2549,10748,4325
2612,10965,4224
2446,10466,4508
2496,10673,4420
2567,10874,4323
2630,11088,4217
2463,10598,4517
2518,10803,4424
2600,10999,4322
2668,11210,4210
2486,10731,4527
2545,10932,4428
2617,11126,4321
2698,11332,4203
2498,10864,4536
2565,11061,4432
2646,11251,4320
2725,11455,4196
2528,10997,4545
2594,11191,4436
2676,11376,4318
2753,11576,4189
2551,11130,4554
2622,11320,4440
2707,11502,4317
2797,11697,4182
2577,11263,4563
2651,11449,4444
2743,11628,4316
2823,11819,4175
2609,11396,4571
2679,11579,4447
2767,11753,4314
2875,11941,4168
2635,11530,4580
2716,11708,4451
2811,11879,4313
2918,12062,4161
2674,11663,4588
2748,11838,4454
2852,12004,4312
2962,12183,4155
2709,11797,4596
2787,11967,4458
2906,12130,4310
3006,12304,4148
2738,11931,4605
2829,12097,4461
2935,12255,4309
3047,12424,4141
2780,12065,4612
2876,12226,4465
2986,12380,4308
3102,12545,4135
2825,12198,4620
2918,12356,4468
3037,12505,4307
3149,12665,4129
2872,12332,4627
2971,12486,4471
3081,12631,4305
3206,12786,4122
2923,12466,4635
3019,12615,4474
3139,12756,4304
3252,12906,4116
2973,12601,4642
3079,12745,4477
3194,12881,4303
3331,13026,4110
3029,12735,4649
3142,12875,4480
3255,13007,4302
3383,13146,4104
3092,12869,4656
3200,13005,4483
3329,13131,4300
3464,13266,4098
3155,13003,4663
3270,13134,4486
3397,13256,4299
3524,13386,4092
3220,13138,4670
3343,13264,4488
3470,13381,4298
3519,13505,4087
3299,13272,4676
3409,13394,4491
3545,13507,4297
3497,13624,4081
3378,13407,4682
3496,13524,4493
3569,13632,4296
3485,13744,4076
3461,13542,4688
3569,13654,4496
3548,13756,4295
3456,13863,4070
3556,13676,4694
3661,13784,4498
3532,13881,4294
3444,13982,4065
3644,13811,4700
3759,13914,4500
3514,14006,4292
3422,14101,4060
3743,13946,4705
3861,14043,4503
3502,14131,4291
3400,14220,4055
3850,14080,4710
3974,14174,4505
3498,14256,4290
3380,14339,4051
3969,14216,4715
4109,14303,4507
3690,14381,4289
3368,14458,4046
4107,14350,4720
4194,14433,4509
3425,14506,4288
3345,14577,4042
4242,14485,4725
4176,14564,4511
3402,14630,4287
3337,14696,4037
4266,14620,4730
4153,14693,4512
4031,14755,4287
3318,14814,4033
4244,14755,4734
4134,14823,4514
4014,14879,4286
3299,14932,4029
4211,14889,4738
4107,14954,4516
4008,15004,4285
3283,15051,4025
4190,15024,4742
4092,15083,4517
3984,15129,4284
3260,15170,4022
4180,15159,4746
4060,15213,4519
3963,15254,4283
3251,15288,4018
4143,15294,4749
4042,15344,4520
3955,15378,4283
3237,15406,4015
4121,15429,4753
4023,15473,4521
3937,15503,4282
3226,15524,4012
4100,15564,4756
4008,15603,4522
3922,15628,4281
3193,15643,4009
4091,15699,4759
3978,15733,4524
3022,15752,4280
2963,15761,4006
3148,15834,4761
3074,15863,4524
2782,15877,4280
3187,15879,4004
4041,15969,4764
3958,15993,4526
2781,16002,4279
3093,15997,4001
4034,16104,4766
2798,16123,4526
2767,16126,4279
2793,16116,3999
4006,16239,4768
2888,10866,4527
2866,16251,4278
2667,16234,3997
3991,16373,4770
2871,16383,4528
2818,16375,4278
2657,16352,3995
3968,16508,4772
2793,16513,4528
2755,16500,4277
2704,16470,3993
3955,16643,4773
2764,16642,4529
2743,16624,4277
2777,16588,3992
3942,16777,4775
2754,16772,4529
2827,16749,4277
2816,16707,3991
3927,16913,4776
2665,16902,4530
2711,16873,4276
2850,16825,3990
3914,17047,4777
3822,17032,4530
2689,16998,4276
2864,16943,3989
3906,17182,4778
3810,17161,4530
3698,17123,4276
2969,17062,3988
3880,17317,4778
3797,17291,4530
3491,17247,4276
3074,17180,3988
3872,17451,4778
3790,17420,4530
3468,17371,4276
3058,17298,3988
3867,17585,4778
3774,17550,4530
3395,17496,4275
3054,17417,3987
3853,17719,4778
3763,17680,4530
3099,17621,4276
3049,17536,3988
3834,17854,4778
3758,17809,4530
3097,17745,4276
3045,17654,3988
3833,17988,4778
3749,17939,4530
3098,17870,4276
3039,17772,3988
3822,18122,4777
3738,18068,4529
3083,17994,4276
3030,17891,3989
3816,18256,4776
3741,18197,4529
3072,18118,4276
3020,18010,3990
3813,18390,4775
3731,18327,4528
3068,18243,4276
3022,18129,3991
3791,18524,4774
3720,18456,4528
3062,18367,4277
3027,18248,3993
3788,18658,4773
3717,18586,4527
3063,18493,4277
3013,18367,3994
3780,18791,4771
3496,18714,4526
3058,18617,4278
3011,18487,3996
3772,18925,4769
3092,18844,4526
3050,18741,4278
3004,18606,3998
3766,19059,4767
3101,18973,4525
3052,18867,4279
3004,18725,4000
3730,19192,4765
3094,19102,4524
3045,18991,4279
3006,18845,4003
3381,19325,4762
3082,19231,4523
3056,19115,4280
3002,18965,4005
3146,19459,4760
3089,19360,4521
3040,19240,4281
3011,19085,4008
3144,19592,4757
3093,19489,4520
3045,19365,4281
3046,19204,4011
3118,19725,4754
3078,19618,4519
3045,19490,4282
3072,19325,4014
3143,19858,4751
3080,19747,4518
3040,19614,4283
3136,19445,4018
3137,19990,4748
3070,19876,4517
3038,19739,4284
3197,19565,4021
3136,20123,4744
3074,20004,4515
